term,mean_active,mean_zero,delta
discovery,0.008661763625751667,0.0010080285780443307,0.007653735047707336
direct sales,0.009654192450617695,0.002018811241177676,0.007635381209440019
electronics,0.009387097813357547,0.0017615402343357837,0.007625557579021763
end,0.014284782930551037,0.006821750736269553,0.007463032194281484
aerospace,0.009533101944401427,0.002100875903150997,0.00743222604125043
surgical,0.00833168828071408,0.0010061648146432824,0.007325523466070799
high performance,0.008003342721329442,0.0007312432999078577,0.007272099421421585
treatments,0.007669103884270642,0.0004965019763132148,0.007172601907957427
automation,0.009458199336488966,0.0022916968457154393,0.007166502490773526
precision,0.008477506511587197,0.001325460426525136,0.007152046085062061
licensing,0.010512719653057008,0.003406281183206858,0.00710643846985015
therapeutics,0.007220343179276001,0.0001766833807542631,0.007043659798521738
unmet,0.007038792133494438,8.284630331467287e-05,0.006955945830179765
enterprise,0.01100743885339341,0.004092354707640445,0.0069150841457529645
stage,0.007992737035412057,0.0010913935437284648,0.006901343491683592
user,0.007832732401846846,0.0009577325067252308,0.006874999895121615
patent,0.007509621992116817,0.0010925075739084949,0.006417114418208322
tools,0.010580092222575525,0.004166571290946484,0.006413520931629041
detection,0.006880725424066382,0.0005428346833714449,0.0063378907406949365
high,0.022134858271790753,0.015804941645589335,0.0063299166262014185
distributors,0.01107000549489362,0.004757693741753799,0.006312311753139821
protein,0.006768557221457947,0.00046165114953663957,0.006306906071921308
continuous,0.010387301770178308,0.004101121499229993,0.006286180270948315
oral,0.0065524040586674,0.000275123232453132,0.0062772808262142685
designed,0.011495581367598432,0.005220033020199963,0.006275548347398469
monitoring,0.009176510330525156,0.002916698545201852,0.006259811785323304
packaging,0.009393334337175669,0.00315141243919355,0.0062419218979821185
treatment,0.009348793141281727,0.003161369577553607,0.00618742356372812
solution,0.009061068989339565,0.0029206582214526496,0.006140410767886916
product portfolio,0.009325180225787781,0.0032057222317481847,0.006119457994039597
rare,0.006549659351475662,0.0004716062239071713,0.00607805312756849
trade secrets,0.007344981408074296,0.0012840396788353003,0.006060941729238996
secrets,0.007342007281103897,0.0013062346612132919,0.006035772619890606
content,0.01223889967544545,0.006206319477527495,0.0060325801979179555
chemical,0.008020145214726123,0.002017854870545283,0.0060022903441808405
pipeline,0.009545807595321304,0.003564668512083046,0.005981139083238258
features,0.009045883598395449,0.0031100297900124563,0.005935853808382992
integration,0.00998540443247921,0.004142668435830504,0.005842735996648706
antibody,0.005874314976712013,3.799444181379375e-05,0.005836320534898219
globally,0.010075450446871623,0.004258352698161076,0.005817097748710547
diagnostic,0.006846488047589871,0.0010418768242398894,0.005804611223349981
inhibitor,0.005686680750837542,0.0,0.005686680750837542
iot,0.006307423422518927,0.0006546126251992754,0.005652810797319652
immune,0.005726530238442428,8.641727608445758e-05,0.00564011296235797
engineering,0.010770912790437114,0.005152900497944402,0.005618012292492712
rapid,0.008286647668521704,0.002778173284919139,0.005508474383602566
sensors,0.005890389035988147,0.00042173584111496957,0.005468653194873177
ip,0.006575375105580355,0.0011178250599469092,0.005457550045633445
leader,0.007543937781178301,0.0020867774613858897,0.005457160319792412
genetic,0.005558134317935301,0.0001976344718055437,0.005360499846129757
chronic,0.006155320057803421,0.0007994757481452949,0.005355844309658126
diagnostics,0.005967417348491842,0.0006225855514981304,0.005344831796993712
testing,0.007470665842565193,0.0021602614393611387,0.005310404403204055
addressing,0.006653372374066968,0.0013645051426830583,0.0052888672313839095
critical,0.013930512363934675,0.008664212225079525,0.005266300138855149
saas,0.006617176684994782,0.0013537705672605307,0.005263406117734251
solid,0.0058200400092267655,0.0005754286535822869,0.005244611355644479
unmet medical,0.005237629523645146,6.9006820321621195e-06,0.005230728841612984
smart,0.007303856463090713,0.0020975471800104167,0.005206309283080296
innovative,0.008668589922335393,0.003473810404333166,0.005194779518002227
cells,0.005510792673305659,0.0003204193808409847,0.005190373292464675
industrial,0.019521010235573146,0.014358188150015359,0.0051628220855577875
collaboration,0.005951958052808646,0.0008438745927934999,0.005108083460015146
tissue,0.005323680211527897,0.0002862082121887761,0.005037471999339121
use,0.00865918117395921,0.0036224480993554417,0.005036733074603768
biotechnology,0.00575476019182646,0.0007295554971132696,0.005025204694713191
real time,0.007162005986108771,0.002164228494553686,0.004997777491555085
support,0.012609286387971555,0.007617034445560054,0.004992251942411501
wireless,0.0074925379442231325,0.0025015971493183883,0.004990940794904744
includes,0.018003359672295553,0.01301546399988096,0.004987895672414592
computing,0.005868874686071014,0.0008813442009344025,0.004987530485136611
architecture,0.005783728093434749,0.000854400280285699,0.00492932781314905
cloud based,0.006443381319353778,0.001526620349298204,0.004916760970055574
integrated,0.01672364348255485,0.011812790405505072,0.004910853077049778
