focal_tic,focal_fyear,stratum,industry,market_cap,xrd,delta_m3_m1,delta_m2_m0,m3_wins_m1,jaccard_m1m2,regime
FVTI,2021,R&D-Zero,Wholesale,86.10249999999999,0.0,-0.018858288095409792,0.6639777054984343,0,0.0,middle
FVTI,2022,R&D-Zero,Wholesale,67.0034,0.0,-0.3958437672092805,0.10660479367637143,0,0.0,M3 loses big
FWONK,2020,R&D-Zero,Entertainment,9875.5746,,-0.239489754478775,-0.2652756939004355,0,0.0,M3 loses big
FWONK,2021,R&D-Zero,Entertainment,14683.75884,,-0.12921674346994672,-0.3278407816761293,0,0.0,M3 loses big
FWONK,2022,R&D-Zero,Entertainment,13980.50948,,-0.13242460498120687,-0.22350892918697213,0,0.0,M3 loses big
FWONK,2023,R&D-Zero,Entertainment,14811.244950000002,,0.0,-0.27670601939639367,0,0.05263157894736842,middle
FWONK,2024,R&D-Zero,Entertainment,23096.4316,,-0.057276433762489254,-0.3716282641151566,0,0.0,middle
FWRD,2020,R&D-Zero,Transportation,2098.96144,,-0.05811185797162488,-0.4900382399561354,0,0.1111111111111111,middle
FWRD,2021,R&D-Zero,Transportation,3265.67621,,0.1299016491347622,-0.2944770460335874,1,0.1111111111111111,middle
FWRD,2022,R&D-Zero,Transportation,2775.4942899999996,,-0.5152234281106165,-1.03650054948183,0,0.17647058823529413,M3 loses big
FWRD,2023,R&D-Zero,Transportation,1613.9357699999998,,0.2978305139347441,-0.6054555998687181,1,0.0,M3 wins big
FWRD,2024,R&D-Zero,Transportation,959.79225,,-0.0556762173029262,0.2278473756886812,0,0.0,middle
FWRG,2021,R&D-Zero,"Restaurants, Hotels, Motels",989.6444800000002,0.0,0.03413640684638297,0.22736863171859867,1,0.1111111111111111,middle
FWRG,2022,R&D-Zero,"Restaurants, Hotels, Motels",801.12483,0.0,-0.7284041112735189,-0.6923570415398757,0,0.05263157894736842,M3 loses big
FWRG,2023,R&D-Zero,"Restaurants, Hotels, Motels",1203.8292000000001,0.0,-0.1872534431531746,-0.8446732838445359,0,0.1111111111111111,M3 loses big
FWRG,2024,R&D-Zero,"Restaurants, Hotels, Motels",1129.627,0.0,0.0,0.05516892010467189,0,0.1111111111111111,middle
FXLV,2021,R&D-Zero,Entertainment,1043.32734,0.0,0.07219944836280885,0.07868411402086076,1,0.0,middle
FXNC,2022,R&D-Zero,Banking,107.31944999999999,,0.9215664472483835,-0.15492609818530312,1,0.0,M3 wins big
FXNC,2023,R&D-Zero,Banking,136.22025,,0.36467334236132787,0.3954292169047836,1,0.05263157894736842,M3 wins big
FXNC,2024,R&D-Zero,Banking,206.49174000000002,,-0.5202406762538949,-1.8504179544589405,0,0.0,M3 loses big
G,2020,R&D-Zero,Business Services,7818.9425599999995,,0.0,-0.16243998299119755,0,0.0,middle
G,2021,R&D-Zero,Business Services,9837.63488,,0.12310566921984087,0.2173576370178498,1,0.0,middle
G,2022,R&D-Zero,Business Services,8473.03968,,-0.058869643663674975,-0.5046222131796428,0,0.05263157894736842,middle
G,2023,R&D-Zero,Business Services,6230.23674,,-0.019621232710758718,0.5623303260625439,0,0.05263157894736842,middle
G,2024,R&D-Zero,Business Services,7501.732900000001,,-0.10842762062855987,0.7336503109985579,0,0.17647058823529413,M3 loses big
GABC,2020,R&D-Zero,Banking,876.95118,,-0.1535703262186956,0.0434407629734232,0,0.05263157894736842,M3 loses big
GABC,2021,R&D-Zero,Banking,1035.0749199999998,,0.0,0.06085390834710805,0,0.05263157894736842,middle
GABC,2022,R&D-Zero,Banking,1100.0889,,-0.004899824037073064,0.037263216891314205,0,0.0,middle
GABC,2023,R&D-Zero,Banking,958.84985,,0.06768921325343968,-0.012572517469618127,1,0.05263157894736842,middle
GABC,2024,R&D-Zero,Banking,1193.6089399999998,,0.0801402390740592,-0.004924938234499521,1,0.05263157894736842,middle
GAIA,2020,R&D-Zero,Computer Software,189.52804,,0.0855940123575833,0.6794566826383561,1,0.0,middle
GAIA,2021,R&D-Zero,Computer Software,175.35076999999998,,-0.06822103593662385,0.3172843923240769,0,0.0,middle
GAIA,2023,R&D-Zero,Computer Software,62.4996,,-1.806411525856003,3.244618252921992,0,0.0,M3 loses big
GAIA,2024,R&D-Zero,Computer Software,105.07498000000001,,-0.4403342850230182,5.662221460415433,0,0.0,M3 loses big
GAIN,2020,R&D-Zero,Trading,406.09715,,0.021874105054553866,0.020055287777699195,1,0.25,middle
GAIN,2021,R&D-Zero,Trading,535.59665,,0.009164091041423296,0.004785863584227425,1,0.17647058823529413,middle
GAIN,2022,R&D-Zero,Trading,445.094,,-0.00604403847982897,0.01493294484850486,0,0.1111111111111111,middle
GAIN,2023,R&D-Zero,Trading,522.08447,,-0.024910428994680517,-0.07883655423430791,0,0.05263157894736842,middle
GAIN,2024,R&D-Zero,Trading,492.14232000000004,,-0.010145870033731727,-0.03615620128049517,0,0.05263157894736842,middle
GANX,2023,R&D-Active,Pharmaceutical Products,52.91585500000001,11.52,0.0,0.006379282645153195,0,0.05263157894736842,middle
GAP,2020,R&D-Active,Retail,7573.5,46.0,-1.059821961473892,-4.236172907040489,0,0.05263157894736842,M3 loses big
GAP,2021,R&D-Active,Retail,6703.97,41.0,-1.0508903342502935,-1.465246332157347,0,0.0,M3 loses big
GAP,2022,R&D-Active,Retail,4966.62,46.0,-0.28226930675982714,-1.0123693855291178,0,0.05263157894736842,M3 loses big
GAP,2023,R&D-Active,Retail,6952.68,37.0,-1.1994927305791707,-1.4857693936089558,0,0.0,M3 loses big
GAP,2024,R&D-Active,Retail,9002.18,40.0,0.3330607771568972,-0.7512955343375697,1,0.05263157894736842,M3 wins big
GATX,2023,R&D-Zero,Transportation,4263.6023000000005,,-0.0413133886040708,0.01787833962679486,0,0.05263157894736842,middle
GATX,2024,R&D-Zero,Transportation,5512.85696,,0.08955139169773702,0.03402000057567367,1,0.0,middle
GBCI,2020,R&D-Zero,Banking,4390.55026,,0.10125606533647585,-0.15946097796371306,1,0.1111111111111111,middle
GBCI,2021,R&D-Zero,Banking,6276.0096,,0.03552306783034287,0.05747099217873908,1,0.25,middle
GBCI,2022,R&D-Zero,Banking,5791.430960000001,,0.06553839407443551,0.10713608703973343,1,0.05263157894736842,middle
GBCI,2023,R&D-Zero,Banking,4581.93348,,-0.0068191859196814475,0.046006541488102404,0,0.0,middle
GBCI,2024,R&D-Zero,Banking,5695.04844,,-0.16015369138918067,0.010042714505429595,0,0.0,M3 loses big
GBDC,2020,R&D-Zero,Trading,2214.5224,,0.022524067849037016,-0.011598651175832086,1,0.25,middle
GBDC,2021,R&D-Zero,Trading,2688.15849,,-0.0042910314947580686,0.007371977357312431,0,0.05263157894736842,middle
GBDC,2022,R&D-Zero,Trading,2117.40144,,0.005190695465024167,0.05948627106101516,1,0.05263157894736842,middle
GBDC,2023,R&D-Zero,Trading,2487.95865,,0.0,-0.010466290836774583,0,0.3333333333333333,middle
GBDC,2024,R&D-Zero,Trading,3993.22547,,-0.017366710467706395,-0.021428051121950537,0,0.05263157894736842,middle
GBLI,2020,R&D-Zero,Insurance,411.61023,,0.7046486773725689,0.6770954839918683,1,0.05263157894736842,M3 wins big
GBLI,2021,R&D-Zero,Insurance,364.48551999999995,,0.2555513031542991,0.201891583914674,1,0.05263157894736842,M3 wins big
GBLI,2022,R&D-Zero,Insurance,323.26308,,0.0,-0.19488571157859247,0,0.05263157894736842,middle
GBTG,2022,R&D-Active,Transportation,457.33950000000004,388.0,-0.18061855121585602,-6.716724169641864,0,0.0,M3 loses big
GBTG,2023,R&D-Active,Transportation,3012.74985,405.0,0.7581618274639943,-0.20181656628107023,1,0.0,M3 wins big
GBTG,2024,R&D-Active,Transportation,4369.9983999999995,442.0,0.0,-0.09648533421977346,0,0.0,middle
GBX,2020,R&D-Active,"Shipbuilding, Railroad Eq.",889.1401900000001,5.8,-0.33687737652699856,0.8859908031616381,0,0.05263157894736842,M3 loses big
GBX,2021,R&D-Active,"Shipbuilding, Railroad Eq.",1428.7077,6.3,0.15616389987174006,1.5401179908701712,1,0.0,M3 wins big
GBX,2022,R&D-Active,"Shipbuilding, Railroad Eq.",929.5115300000001,5.4,-1.1498242674354018,0.17147515210244324,0,0.05263157894736842,M3 loses big
GBX,2023,R&D-Active,"Shipbuilding, Railroad Eq.",1314.2528,4.0,0.0,-0.47762554034641047,0,0.0,middle
GBX,2024,R&D-Active,"Shipbuilding, Railroad Eq.",1508.4907500000002,5.2,0.509802298357477,0.9202526725110453,1,0.05263157894736842,M3 wins big
GCBC,2020,R&D-Zero,Banking,189.8399,,-0.7564804278465839,0.14065440864709647,0,0.05263157894736842,M3 loses big
GCBC,2021,R&D-Zero,Banking,239.38556,,-0.313179081710268,-0.3196059463959561,0,0.0,M3 loses big
GCBC,2022,R&D-Zero,Banking,385.55377,,0.131433483851787,-0.07023705345696879,1,0.0,middle
GCBC,2023,R&D-Zero,Banking,507.4046,,0.054420680659302556,0.12565410902581897,1,0.0,middle
GCBC,2024,R&D-Zero,Banking,573.98017,,0.016679493871948836,0.02427974537801414,1,0.0,middle
GCO,2020,R&D-Zero,Retail,580.2095,0.0,0.0,-1.1696320384341028,0,0.05263157894736842,middle
GCO,2022,R&D-Zero,Retail,608.454,0.0,0.07034340444434684,-0.11803091680046018,1,0.05263157894736842,middle
GCO,2023,R&D-Zero,Retail,318.69216,0.0,-0.16549594598700917,-0.027713608358215347,0,0.1111111111111111,M3 loses big
GCO,2024,R&D-Zero,Retail,470.02025,0.0,0.10629150736351689,-0.06372516250289773,1,0.05263157894736842,middle
GCT,2023,R&D-Active,Retail,746.10669,3.925,1.7998229138060955,0.1884475367955234,1,0.0,M3 wins big
GCT,2024,R&D-Active,Retail,747.20792,9.791,-2.5295454609520247,-3.340428727253659,0,0.0,M3 loses big
GD,2020,R&D-Active,Aircraft,42633.65596,374.0,0.21858139475172722,1.6207550031708682,1,0.0,M3 wins big
GD,2021,R&D-Active,Aircraft,57875.649869999994,415.0,0.015898489470691946,0.27409015361603084,1,0.17647058823529413,middle
GD,2022,R&D-Active,Aircraft,68084.11321000001,480.0,0.0,0.21023772007632813,0,0.1111111111111111,middle
GD,2023,R&D-Active,Aircraft,71045.71200000001,510.0,0.169823731530176,0.58004972363942,1,0.0,M3 wins big
GD,2024,R&D-Active,Aircraft,71232.15009000001,565.0,0.43296562239247327,1.1643152389254776,1,0.17647058823529413,M3 wins big
GDDY,2021,R&D-Active,Computer Software,14163.21886,706.3,0.3620404806030664,-0.04978194176009232,1,0.0,M3 wins big
GDDY,2023,R&D-Active,Computer Software,15080.134159999998,839.6,0.08649759187162964,-0.34359036136221466,1,0.0,middle
GDDY,2024,R&D-Active,Computer Software,27870.22296,814.4,-0.014932241623927145,-0.33242670685000386,0,0.05263157894736842,middle
GDEN,2020,R&D-Zero,Entertainment,560.08251,0.0,0.0,0.6908512800469713,0,0.25,middle
GDEN,2021,R&D-Zero,Entertainment,1456.7799,0.0,0.0,0.19175931868881957,0,0.25,middle
GDEN,2022,R&D-Zero,Entertainment,1053.8945999999999,0.0,-0.1497904422410753,0.0037885653593141555,0,0.05263157894736842,M3 loses big
GDEN,2023,R&D-Zero,Entertainment,1144.75317,0.0,0.4441916563708317,-0.18610453320369968,1,0.0,M3 wins big
GDEN,2024,R&D-Zero,Entertainment,837.7476,0.0,-0.13426491736673585,0.1825740771140254,0,0.05263157894736842,M3 loses big
GDOT,2020,R&D-Zero,Business Services,3015.0971999999997,,3.8501431730048266,-0.2012572619940869,1,0.05263157894736842,M3 wins big
GDOT,2021,R&D-Zero,Business Services,1988.4163200000003,,0.05009394633877218,0.10439226110121824,1,0.05263157894736842,middle
GDOT,2022,R&D-Zero,Business Services,817.48268,,0.2339916493797638,-0.11587887966461907,1,0.0,M3 wins big
GDRX,2020,R&D-Active,Computer Software,15799.564400000003,61.816,0.11270042343790322,-0.015335612060392412,1,0.05263157894736842,middle
GDRX,2021,R&D-Active,Computer Software,13090.36616,125.86,-0.04485272421883901,-0.4736037036340111,0,0.0,middle
GDRX,2022,R&D-Active,Computer Software,1850.1364999999998,143.137,0.5756432727949663,0.34540248360558834,1,0.0,M3 wins big
GDRX,2023,R&D-Active,Computer Software,2640.3829,135.836,-0.24055284330664947,-0.8860737263963335,0,0.0,M3 loses big
GDRX,2024,R&D-Active,Computer Software,1780.08975,123.749,0.0,-0.23237211685386105,0,0.0,middle
GDYN,2020,R&D-Active,Computer Software,641.0754,9.311,-0.10136394215087186,0.12349967006634738,0,0.0,M3 loses big
GDYN,2024,R&D-Active,Computer Software,1859.4641599999998,18.347,0.12371122795987716,-0.015495986199036336,1,0.0,middle
GECC,2020,R&D-Zero,Trading,82.9044,,-0.37743208122401223,-0.06270227563107955,0,0.0,M3 loses big
GECC,2021,R&D-Zero,Trading,82.87048,,0.0699729272907188,-0.019791707027228433,1,0.0,middle
GECC,2022,R&D-Zero,Trading,63.020579999999995,,-0.015575298072181137,-0.04615850789604228,0,0.17647058823529413,middle
GECC,2023,R&D-Zero,Trading,80.92329,,-0.014294370659792277,0.012142556082251066,0,0.05263157894736842,middle
GECC,2024,R&D-Zero,Trading,126.86740560000001,,-0.02375466374669087,0.009728718743863926,0,0.05263157894736842,middle
GEF,2020,R&D-Zero,Shipping Containers,1966.5855000000004,,1.3266665388066663,2.165903986251225,1,0.0,M3 wins big
GEF,2021,R&D-Zero,Shipping Containers,3140.79612,,15.445187983651294,61.20453103122091,1,0.05263157894736842,M3 wins big
GEF,2022,R&D-Zero,Shipping Containers,3141.2010299999997,,-0.03650594162966447,2.1544839061453547,0,0.0,middle
GEF,2023,R&D-Zero,Shipping Containers,2972.1175,,-15.064230594547976,-0.28296878410012916,0,0.0,M3 loses big
GEF,2024,R&D-Zero,Shipping Containers,2945.9816399999995,,-0.571519120893921,-3.9456829310091424,0,0.0,M3 loses big
GEG,2020,R&D-Zero,Trading,59.4849,,0.0,0.599597656850638,0,0.0,middle
GEG,2021,R&D-Zero,Trading,58.383,,0.08105468578831387,0.12601527245068667,1,0.05263157894736842,middle
GEG,2022,R&D-Zero,Trading,61.29005,,-3.0650400110539895,0.016722525788697595,0,0.0,M3 loses big
GEG,2023,R&D-Zero,Trading,60.571349999999995,,-0.7426201173026219,0.21038142904237844,0,0.0,M3 loses big
GEHC,2023,R&D-Active,Medical Equipment,35207.043439999994,1205.0,-0.39775252187662413,-0.3701933976889189,0,0.0,M3 loses big
GEHC,2024,R&D-Active,Medical Equipment,35724.820080000005,1311.0,0.0,-0.018468871537779652,0,0.0,middle
GEL,2020,R&D-Zero,Wholesale,761.2155899999999,,0.13253715348764794,0.5279507712883901,1,0.1111111111111111,middle
GEL,2021,R&D-Zero,Wholesale,1312.8210900000001,,0.3265813607712616,0.25737468308058165,1,0.0,M3 wins big
GEL,2022,R&D-Zero,Wholesale,1251.53159,,0.7203260846700037,1.1396537974179806,1,0.1111111111111111,M3 wins big
GEL,2023,R&D-Zero,Wholesale,1418.13312,,0.5927868697359895,1.1993932831542986,1,0.0,M3 wins big
GEL,2024,R&D-Zero,Wholesale,1238.11104,,0.0,1.3687873966157278,0,0.0,middle
GEN,2022,R&D-Active,Computer Software,10982.4,313.0,-0.002971345725126001,0.22561010923393549,0,0.0,middle
GEN,2023,R&D-Active,Computer Software,13955.199999999999,332.0,0.047049797248929465,0.04164623271109634,1,0.0,middle
GEN,2024,R&D-Active,Computer Software,16375.18,329.0,-0.08210434660152982,-0.14792378776568416,0,0.0,middle
GENC,2020,R&D-Active,Machinery,161.10417999999999,3.061,0.9361078789019732,0.5105313067293582,1,0.0,M3 wins big
GENC,2021,R&D-Active,Machinery,162.55722,4.278,1.0209273335458309,0.7646695097619585,1,0.0,M3 wins big
GENC,2022,R&D-Active,Machinery,132.06858,4.325,-0.502797957909016,0.11270533265130767,0,0.0,M3 loses big
GENC,2023,R&D-Active,Machinery,207.11754,3.458,25.184105791554487,50.31194276684925,1,0.0,M3 wins big
GENC,2024,R&D-Active,Machinery,305.76588,3.313,0.39559631887703817,-0.029081065908214132,1,0.0,M3 wins big
GEO,2020,R&D-Zero,Business Services,1074.8774799999999,,0.0,0.7506869486036823,0,0.05263157894736842,middle
GEO,2021,R&D-Zero,Business Services,949.15025,,0.8456115652581851,1.265364895800053,1,0.0,M3 wins big
GEO,2022,R&D-Zero,Business Services,1358.4569999999999,,0.5801577641492477,1.3466870711903507,1,0.0,M3 wins big
GEO,2023,R&D-Zero,Business Services,1365.52221,,0.7271810663326164,1.723355364617628,1,0.0,M3 wins big
GEO,2024,R&D-Zero,Business Services,3922.2643800000005,,-0.16396084718860704,-0.03608020899583503,0,0.05263157894736842,M3 loses big
GEOS,2020,R&D-Active,Measuring and Control Eq.,84.48678,16.569,-0.49641150310090243,1.2551190540238637,0,0.0,M3 loses big
GEOS,2021,R&D-Active,Measuring and Control Eq.,123.86350000000002,14.839,-4.2997820325189196,9.281226440786048,0,0.0,M3 loses big
GEOS,2022,R&D-Active,Measuring and Control Eq.,57.422610000000006,18.104,-0.44399952705575574,0.6902584055508663,0,0.0,M3 loses big
GEOS,2023,R&D-Active,Measuring and Control Eq.,170.7846,15.863,1.2392853336002077,4.0127304902166365,1,0.0,M3 wins big
GEOS,2024,R&D-Active,Measuring and Control Eq.,131.41106,16.251,-0.4052955223813841,0.5653547034851396,0,0.0,M3 loses big
GERN,2020,R&D-Active,Pharmaceutical Products,493.80153,51.488,-0.11195682549036035,0.03231147697298986,0,0.0,M3 loses big
GERN,2021,R&D-Active,Pharmaceutical Products,394.95304000000004,85.727,0.02896473788780754,0.040698870670865084,1,0.0,middle
GERN,2022,R&D-Active,Pharmaceutical Products,944.4364599999999,95.518,0.0,0.3072738721368476,0,0.17647058823529413,middle
GERN,2023,R&D-Active,Pharmaceutical Products,1149.76432,125.046,0.0,0.1287301129160041,0,0.17647058823529413,middle
GERN,2024,R&D-Active,Pharmaceutical Products,2146.6135200000003,103.738,0.24610242913705427,0.2523442306041923,1,0.0,M3 wins big
GES,2020,R&D-Zero,Apparel,1491.4206,,1.1598401974139452,0.5768212586455114,1,0.1111111111111111,M3 wins big
GES,2021,R&D-Zero,Apparel,1443.28494,,-2.633723734314565,0.8068873135128678,0,0.17647058823529413,M3 loses big
GES,2022,R&D-Zero,Apparel,1265.3137000000002,,1.2531795435305277,0.7712799301919224,1,0.17647058823529413,M3 wins big
GES,2023,R&D-Zero,Apparel,1184.19872,,0.31738034633304646,1.5670098597828264,1,0.17647058823529413,M3 wins big
GES,2024,R&D-Zero,Apparel,667.34372,,3.069780689473215,0.13086518881373999,1,0.0,M3 wins big
GETY,2022,R&D-Zero,Business Services,2191.14,,-0.2801963490250502,-0.7152785475125604,0,0.0,M3 loses big
GETY,2023,R&D-Zero,Business Services,2126.25,,-0.134378181686711,-0.025912939960735237,0,0.0,M3 loses big
GETY,2024,R&D-Zero,Business Services,890.5680000000001,,-0.06344145361143488,-0.9969480760457521,0,0.0,middle
GEV,2024,R&D-Active,Machinery,90745.2084,982.0,-0.01450286248295185,0.11530345021804869,0,0.0,middle
GEVO,2020,R&D-Active,Chemicals,544.5865,4.086,-0.14868538203047488,-0.049881635187555506,0,0.0,M3 loses big
GEVO,2021,R&D-Active,Chemicals,864.5129200000001,6.775,-0.059573073650531105,-0.1260588591184032,0,0.0,middle
GEVO,2022,R&D-Active,Chemicals,450.6173,7.427,0.0,0.3523927501645644,0,0.05263157894736842,middle
GEVO,2024,R&D-Active,Chemicals,499.87783999999994,5.576,-0.0702811272010041,0.22087152284742073,0,0.0,middle
GFF,2020,R&D-Active,Construction Materials,1096.76066,15.4,-1.9975790845935655,0.5364172469499886,0,0.05263157894736842,M3 loses big
GFF,2021,R&D-Active,Construction Materials,1392.6798000000001,7.0,5.430558595455889,27.388527604446047,1,0.0,M3 wins big
GFF,2022,R&D-Active,Construction Materials,1684.52928,16.0,0.36800070695167997,1.1248642656168402,1,0.0,M3 wins big
GFF,2023,R&D-Active,Construction Materials,2104.96954,18.0,-0.32346890459289074,1.228711480580739,0,0.0,M3 loses big
GFF,2024,R&D-Active,Construction Materials,3381.21,19.4,0.0641774708212326,-0.14866247253316628,1,0.05263157894736842,middle
GGG,2020,R&D-Active,Machinery,12195.8948,72.194,0.1576428304880642,0.04940765976393979,1,0.0,M3 wins big
GGG,2021,R&D-Active,Machinery,13730.15034,79.651,-0.1992587250092711,-0.06040358433532356,0,0.0,M3 loses big
GGG,2022,R&D-Active,Machinery,11279.63652,80.008,-0.1328119325730357,0.1751994360489283,0,0.0,M3 loses big
GGG,2023,R&D-Active,Machinery,14570.99496,82.822,0.01604070753403386,0.1339469585408749,1,0.0,middle
GGG,2024,R&D-Active,Machinery,14278.220260000002,87.23,0.0053340537140346145,0.02853102714618061,1,0.0,middle
GGROU,2022,R&D-Zero,Agriculture,71.25399999999999,0.0,0.684408550399723,-2.1693999383891733,1,0.0,M3 wins big
GGROU,2023,R&D-Zero,Agriculture,67.38149999999999,0.0,0.0,-3.1412470530101326,0,0.0,middle
GGROU,2024,R&D-Zero,Agriculture,67.38149999999999,0.0,8.489358575668138,-15.367329859995362,1,0.0,M3 wins big
GGRP,2022,R&D-Active,Computer Software,50.73704,6.158,0.30487098435572607,0.14274378470684163,1,0.0,M3 wins big
GGRP,2023,R&D-Active,Computer Software,52.33912,8.794,0.0,-0.4738629749198911,0,0.0,middle
GH,2020,R&D-Active,Healthcare,12915.58032,149.862,-0.027138712832039225,0.5319290974009168,0,0.05263157894736842,middle
GH,2021,R&D-Active,Healthcare,10178.73534,263.221,-0.10487514242263848,0.38859021522002224,0,0.0,M3 loses big
GH,2022,R&D-Active,Healthcare,2791.2368,373.807,-0.16037581733724982,0.34036023528574455,0,0.0,M3 loses big
GH,2023,R&D-Active,Healthcare,3290.0915,367.194,-0.13831578937914535,0.3040480177670638,0,0.0,M3 loses big
GHC,2020,R&D-Zero,Personal Services,2657.83254,,0.0,-3.926699686652112,0,0.0,middle
GHC,2021,R&D-Zero,Personal Services,3089.94598,,19.900103977865527,16.16947122313,1,0.0,M3 wins big
GHC,2022,R&D-Zero,Personal Services,2892.35327,,2.9041133893825704,3.8280980921427776,1,0.0,M3 wins big
GHC,2023,R&D-Zero,Personal Services,3119.71308,,2.0155326231984065,1.6685729687533484,1,0.0,M3 wins big
GHC,2024,R&D-Zero,Personal Services,3777.1574399999995,,1.2954151238591258,-0.2873656826966551,1,0.0,M3 wins big
GHI,2020,R&D-Zero,Trading,258.502,,0.023417940731075518,0.01211608702311523,1,0.0,middle
GHI,2021,R&D-Zero,Trading,426.19325999999995,,0.0,0.1430774376172553,0,0.0,middle
GHI,2022,R&D-Zero,Trading,393.69239999999996,,0.07895620047335422,0.1354253713281517,1,0.0,middle
GHI,2023,R&D-Zero,Trading,386.05246999999997,,-0.07315026656094031,-0.008847699217841842,0,0.0,middle
GHM,2020,R&D-Active,Fabricated Products,141.81616,3.367,0.8218984488239502,1.4209869163464544,1,0.17647058823529413,M3 wins big
GHM,2021,R&D-Active,Fabricated Products,82.00356,3.845,-0.8711584643607304,-0.8696370087440544,0,0.0,M3 loses big
GHM,2022,R&D-Active,Fabricated Products,139.1058,4.144,2.9548207684114574,-1.9093865967106307,1,0.05263157894736842,M3 wins big
GHM,2023,R&D-Active,Fabricated Products,295.988,3.944,0.34307794963421023,-0.7694024893702527,1,0.0,M3 wins big
GHM,2024,R&D-Active,Fabricated Products,314.22446,4.039,-0.40389213111396316,-1.1805573145857369,0,0.0,M3 loses big
GIC,2020,R&D-Zero,Wholesale,1347.74128,,0.3852105725895222,1.5246578126456816,1,0.1111111111111111,M3 wins big
GIC,2021,R&D-Zero,Wholesale,1548.2286,,0.0,0.4348944359103084,0,0.05263157894736842,middle
GIC,2022,R&D-Zero,Wholesale,893.22233,,0.0,-1.5388986900703632,0,0.05263157894736842,middle
GIC,2023,R&D-Zero,Wholesale,1478.7941600000001,,0.0,1.4754622545933596,0,0.0,middle
GIC,2024,R&D-Zero,Wholesale,947.7216999999999,,0.49417377712215127,-0.7876210042503933,1,0.1111111111111111,M3 wins big
GIFT,2023,R&D-Zero,Computer Software,96.48,,6.527881758225165,7.600563016103791,1,0.0,M3 wins big
GIII,2020,R&D-Zero,Apparel,1308.11408,,0.8501522342352894,2.756417086590903,1,0.0,M3 wins big
GIII,2021,R&D-Zero,Apparel,1301.87772,,0.37677438144336817,1.4478448270338742,1,0.0,M3 wins big
GIII,2022,R&D-Zero,Apparel,790.4347200000001,,0.21048543605290893,0.5235104447183875,1,0.0,M3 wins big
GIII,2023,R&D-Zero,Apparel,1375.95552,,0.20190184187492188,0.6663638979999046,1,0.0,M3 wins big
GIII,2024,R&D-Zero,Apparel,1370.15214,,0.9227064662277638,0.15356377121745468,1,0.0,M3 wins big
GILD,2020,R&D-Active,Pharmaceutical Products,73058.04,10895.0,-0.10452619974138411,-0.055415943461541106,0,0.0,M3 loses big
GILD,2021,R&D-Active,Pharmaceutical Products,91052.94,5540.0,-0.30348504464370374,-0.07377046994644143,0,0.0,M3 loses big
GILD,2022,R&D-Active,Pharmaceutical Products,107054.95,8621.0,-0.05802522184799212,-0.17311918434548407,0,0.0,middle
GILD,2023,R&D-Active,Pharmaceutical Products,100938.46,6923.0,0.0,0.09947927907231158,0,0.05263157894736842,middle
GILD,2024,R&D-Active,Pharmaceutical Products,115093.02,14750.0,0.27145618545729644,0.01723468526069477,1,0.0,M3 wins big
GIS,2020,R&D-Active,Food Products,38200.022000000004,239.3,0.2543254631334444,-0.11654459519031993,1,0.05263157894736842,M3 wins big
GIS,2021,R&D-Active,Food Products,41833.16499999999,243.1,0.019157382184462224,0.04520128775320256,1,0.1111111111111111,middle
GIS,2022,R&D-Active,Food Products,49368.256,257.6,0.1732302750290121,0.37404109878288855,1,0.05263157894736842,M3 wins big
GIS,2023,R&D-Active,Food Products,38438.125,257.8,0.11013077103325095,0.493629138652825,1,0.05263157894736842,middle
GIS,2024,R&D-Active,Food Products,29430.623999999996,256.6,0.44740043581838584,0.3365313076189551,1,0.0,M3 wins big
GKOS,2020,R&D-Active,Medical Equipment,3405.28922,85.392,0.09126489067739074,-0.019676119639039535,1,0.0,middle
GKOS,2021,R&D-Active,Medical Equipment,2087.1246,110.999,0.16005160102083454,-0.16198494064381744,1,0.0,M3 wins big
GKOS,2022,R&D-Active,Medical Equipment,2085.89472,133.271,-0.05024195780842983,-0.08218618189277882,0,0.0,middle
GKOS,2023,R&D-Active,Medical Equipment,3904.5487999999996,143.768,0.017645164662360602,0.21498402005592454,1,0.0,middle
GKOS,2024,R&D-Active,Medical Equipment,8463.21336,150.654,-0.023679633449324944,-0.005004315491210942,0,0.0,middle
GL,2020,R&D-Zero,Insurance,9856.563119999999,,-0.4466974074989396,-0.08971961300374409,0,0.05263157894736842,M3 loses big
GL,2021,R&D-Zero,Insurance,9331.41924,,0.0,-0.5186924546581735,0,0.1111111111111111,middle
GL,2022,R&D-Zero,Insurance,11662.007,,0.0,-0.34024091354127006,0,0.05263157894736842,middle
GL,2023,R&D-Zero,Insurance,11416.24052,,-0.14089604760303354,0.048759294307903045,0,0.1111111111111111,M3 loses big
GL,2024,R&D-Zero,Insurance,9365.22656,,0.0,-0.4956695089092177,0,0.1111111111111111,middle
GLAD,2020,R&D-Zero,Trading,233.91147,,0.08204542098123122,-0.022727771577823803,1,0.05263157894736842,middle
GLAD,2021,R&D-Zero,Trading,387.63520000000005,,0.005155231433141904,0.015431575346886758,1,0.05263157894736842,middle
GLAD,2022,R&D-Zero,Trading,294.90015,,-0.0023632928549928156,0.0351658118228127,0,0.25,middle
GLAD,2023,R&D-Zero,Trading,419.42676,,-0.004097757841113915,-0.01893969042310501,0,0.1111111111111111,middle
GLAD,2024,R&D-Zero,Trading,534.6555500000001,,-0.029007729278839316,-0.04953669447491713,0,0.17647058823529413,middle
