focal_tic,focal_fyear,stratum,industry,market_cap,xrd,delta_m3_m1,delta_m2_m0,m3_wins_m1,jaccard_m1m2,regime
ESRT,2020,R&D-Zero,Trading,1598.9858,0.0,0.009197936789327121,0.0811195721755898,1,0.17647058823529413,middle
ESRT,2021,R&D-Zero,Trading,1514.9313000000002,0.0,-0.00048678184008255077,0.05032140438987237,0,0.1111111111111111,middle
ESRT,2022,R&D-Zero,Trading,1086.00946,0.0,0.0443251294283028,0.13156915455464946,1,0.05263157894736842,middle
ESRT,2023,R&D-Zero,Trading,1579.91574,0.0,-0.03358487185452691,-0.05244517154422701,0,0.05263157894736842,middle
ESRT,2024,R&D-Zero,Trading,1727.3925600000002,0.0,0.028796930066237014,-0.0003987916810579972,1,0.05263157894736842,middle
ESS,2020,R&D-Zero,Trading,15432.062579999998,0.0,-0.021859156913052458,0.027900224952849675,0,0.0,middle
ESS,2021,R&D-Zero,Trading,22982.303040000003,0.0,0.03956929529978544,0.01135975506766812,1,0.1111111111111111,middle
ESS,2022,R&D-Zero,Trading,13691.0916,0.0,0.04539973042712543,0.04570086183149216,1,0.05263157894736842,middle
ESS,2023,R&D-Zero,Trading,15918.491820000001,0.0,-0.04346096769243592,-0.04964462571210612,0,0.05263157894736842,middle
ESS,2024,R&D-Zero,Trading,18348.0832,0.0,-0.02082808767686274,0.0406694964495308,0,0.05263157894736842,middle
ESTA,2021,R&D-Active,Medical Equipment,1627.5672,18.315,-0.11834044506009872,-0.08117996786452525,0,0.1111111111111111,M3 loses big
ESTA,2023,R&D-Active,Medical Equipment,675.39243,26.428,0.019402012049020423,0.15615986509589036,1,0.0,middle
ESTA,2024,R&D-Active,Medical Equipment,1326.2170899999999,19.706,-0.031284920256987925,-0.1621811455311179,0,0.0,middle
ESTC,2020,R&D-Active,Computer Software,10920.211080000001,199.203,0.057131440805961775,0.01138495844788931,1,0.0,middle
ESTC,2021,R&D-Active,Computer Software,7170.4845,273.761,-0.14892362550180926,-0.25211069852925294,0,0.0,M3 loses big
ESTC,2022,R&D-Active,Computer Software,5574.26075,313.454,-0.07995731734348621,0.061977144170812154,0,0.17647058823529413,middle
ESTC,2023,R&D-Active,Computer Software,10396.38732,341.951,0.168406521270826,0.28610763690545404,1,0.0,M3 wins big
ESTC,2024,R&D-Active,Computer Software,9097.117,365.758,0.10473080586174278,0.04231983006710001,1,0.1111111111111111,middle
ET,2020,R&D-Zero,Utilities,16700.658959999997,,-0.033806149105912064,0.6192090973145146,0,0.25,middle
ET,2021,R&D-Zero,Utilities,25369.11491,,0.0,6.125375610034095,0,0.1111111111111111,middle
ET,2022,R&D-Zero,Utilities,36731.06215,,0.19323939786850275,21.778825251665303,1,0.1111111111111111,M3 wins big
ET,2023,R&D-Zero,Utilities,46471.8588,,-0.02773116040070267,2.4213939767355406,0,0.0,middle
ET,2024,R&D-Zero,Utilities,67215.01392,,0.47638857645224464,1.5676960125823087,1,0.0,M3 wins big
ETD,2020,R&D-Zero,Consumer Goods,296.37699000000003,,-0.2977578930736284,1.7814095011843245,0,0.0,M3 loses big
ETD,2021,R&D-Zero,Consumer Goods,696.5412,,-0.7013941991242651,10.247044993674475,0,0.1111111111111111,M3 loses big
ETD,2022,R&D-Zero,Consumer Goods,511.77783000000005,,0.3370902346443112,1.6583701136158056,1,0.0,M3 wins big
ETD,2023,R&D-Zero,Consumer Goods,717.0676800000001,,0.10552408306329175,3.978684481303441,1,0.05263157894736842,middle
ETD,2024,R&D-Zero,Consumer Goods,708.74068,,-1.3543734590779737,8.656090670334025,0,0.0,M3 loses big
ETN,2020,R&D-Active,Electrical Equipment,47827.734000000004,551.0,0.1452074789279882,-0.37826219008589856,1,0.0,M3 wins big
ETN,2021,R&D-Active,Electrical Equipment,68920.616,616.0,-0.025568101517304043,-0.454670830968468,0,0.0,middle
ETN,2022,R&D-Active,Electrical Equipment,62434.71,665.0,-0.11357696787576654,-0.19045405953369782,0,0.0,M3 loses big
ETN,2023,R&D-Active,Electrical Equipment,96183.50799999999,754.0,-0.12437559584144439,-0.25161428316602646,0,0.0,M3 loses big
ETN,2024,R&D-Active,Electrical Equipment,130391.723,794.0,-0.0005164133249016822,0.1968564719746128,0,0.05263157894736842,middle
ETON,2020,R&D-Active,Pharmaceutical Products,197.66469,14.104,0.0,-0.051263342245696286,0,0.0,middle
ETON,2021,R&D-Active,Pharmaceutical Products,105.64554000000001,6.235,0.0,0.24669446326637834,0,0.0,middle
ETON,2022,R&D-Active,Pharmaceutical Products,71.49546,3.996,-0.06783892516588086,0.3700987692477718,0,0.0,middle
ETON,2023,R&D-Active,Pharmaceutical Products,112.51343999999999,3.322,-0.029567878651766508,0.008330225764331622,0,0.0,middle
ETON,2024,R&D-Active,Pharmaceutical Products,355.76388000000003,3.255,0.22920162854163528,0.0686518040749778,1,0.05263157894736842,M3 wins big
ETR,2020,R&D-Zero,Utilities,19992.4608,,-0.011563094537728136,-0.02430292636356579,0,0.1111111111111111,middle
ETR,2021,R&D-Zero,Utilities,22828.86045,,-0.019671432556946644,-0.08593377493202958,0,0.17647058823529413,middle
ETR,2022,R&D-Zero,Utilities,23757.4125,,0.0,-0.07288445034785668,0,0.25,middle
ETR,2023,R&D-Zero,Utilities,21538.190309999998,,0.0,-0.16669533030125294,0,0.25,middle
ETR,2024,R&D-Zero,Utilities,32570.755599999997,,0.0,0.01612710889881721,0,0.05263157894736842,middle
ETSY,2020,R&D-Active,Computer Software,22387.48276,180.08,-0.04445800474152861,-0.64528411929786,0,0.05263157894736842,middle
ETSY,2021,R&D-Active,Computer Software,27810.19668,271.535,0.03345486781732043,-0.38331848538796465,1,0.0,middle
EU,2024,R&D-Zero,Non-Metallic Mining,634.65215,,0.12334971945780882,-0.4445502470851712,1,0.0,middle
EUDA,2021,R&D-Active,Real Estate,90.99675,0.129,0.24635639788850838,0.38878843004178426,1,0.0,M3 wins big
EVC,2020,R&D-Zero,Business Services,233.86,,17.44936446129867,21.89834434986937,1,0.0,M3 wins big
EVC,2021,R&D-Zero,Business Services,587.13444,,-1.8879823986165456,4.0356619251616435,0,0.0,M3 loses big
EVC,2022,R&D-Zero,Business Services,420.1248,,-0.2976064459285559,0.5850921097779815,0,0.0,M3 loses big
EVC,2024,R&D-Zero,Business Services,213.79595,,-1.3033613117027105,10.916026369048158,0,0.0,M3 loses big
EVCM,2021,R&D-Active,Computer Software,3077.298,49.506,-0.15814009756909908,-0.08994318548482184,0,0.0,M3 loses big
EVCM,2022,R&D-Active,Computer Software,1424.36568,71.622,0.08474079785498859,0.039620760798530996,1,0.05263157894736842,middle
EVCM,2023,R&D-Active,Computer Software,2061.88202,75.614,0.09564536566939756,-0.4819397742058129,1,0.05263157894736842,middle
EVCM,2024,R&D-Active,Computer Software,2022.81225,79.673,-0.12617826875595,-0.5953105131150714,0,0.0,M3 loses big
EVER,2020,R&D-Active,Computer Software,1053.7929,29.662,0.15900377040617097,-0.30958532515322346,1,0.0,M3 wins big
EVER,2022,R&D-Active,Computer Software,480.34712,31.713,3.257122591304489,5.844880620744853,1,0.0,M3 wins big
EVER,2023,R&D-Active,Computer Software,418.33871999999997,27.591,-0.488718150397349,3.8092516782942405,0,0.0,M3 loses big
EVER,2024,R&D-Active,Computer Software,712.46359,29.553,1.4199812348484315,4.974745313493971,1,0.0,M3 wins big
EVFM,2020,R&D-Active,Pharmaceutical Products,196.05832,17.05,-0.08539536435015584,-0.15850904525715348,0,0.0,middle
EVH,2020,R&D-Active,Computer Software,1352.24271,15.1,0.0,1.1505973153433304,0,0.0,middle
EVH,2021,R&D-Active,Computer Software,2468.7450700000004,15.5,0.6405061298385966,0.964258159691616,1,0.0,M3 wins big
EVH,2022,R&D-Zero,Computer Software,2806.9610399999997,,-0.1391553953762799,0.35432792694058657,0,0.0,M3 loses big
EVH,2023,R&D-Zero,Computer Software,3761.68761,,-0.4410490367182391,-0.1694542610748837,0,0.0,M3 loses big
EVH,2024,R&D-Zero,Computer Software,1294.1775,,-0.5817591058676181,4.0764599758518525,0,0.0,M3 loses big
EVI,2020,R&D-Zero,Wholesale,259.10885,,1.1938226576351594,1.1387075876427895,1,0.0,M3 wins big
EVI,2021,R&D-Zero,Wholesale,348.6952,,0.39759419078346747,0.4137684153361112,1,0.05263157894736842,M3 wins big
EVI,2022,R&D-Zero,Wholesale,125.09478,,0.4556667794561391,-1.7932288922081108,1,0.0,M3 wins big
EVI,2023,R&D-Zero,Wholesale,276.716,,-1.9987736871057131,-11.30884515230807,0,0.0,M3 loses big
EVLV,2021,R&D-Active,Electronic Equipment,636.6427,11.416,-0.16272451699609156,0.3401575888942753,0,0.0,M3 loses big
EVLV,2022,R&D-Active,Electronic Equipment,376.08095000000003,18.771,0.19009959127435183,-0.25693958869802525,1,0.0,M3 wins big
EVLV,2023,R&D-Active,Electronic Equipment,714.1831999999999,24.455,0.35621980223139055,0.1706588758270271,1,0.0,M3 wins big
EVLV,2024,R&D-Active,Electronic Equipment,630.4279,23.446,-0.04819921178121071,0.09173049293014207,0,0.05263157894736842,middle
EVOH,2022,R&D-Zero,Machinery,560.1915,,-0.05693810957930201,0.20588849590321578,0,0.0,middle
EVOH,2023,R&D-Zero,Machinery,563.73361,,-0.09578390745921694,0.08184839168611224,0,0.0,M3 loses big
EVOH,2024,R&D-Zero,Machinery,590.7665000000001,,-0.35683558533188436,0.1327401420432468,0,0.0,M3 loses big
EVR,2020,R&D-Zero,Trading,4467.83,,0.8371972290529808,4.12248841981352,1,0.05263157894736842,M3 wins big
EVR,2021,R&D-Zero,Trading,5149.12255,,-6.1388229591221375,26.589557021659914,0,0.1111111111111111,M3 loses big
EVR,2022,R&D-Zero,Trading,4182.89076,,-256.8043169980101,940.2574901048297,0,0.0,M3 loses big
EVR,2023,R&D-Zero,Trading,6461.242700000001,,-0.14688185939938625,1.6065048647019082,0,0.0,M3 loses big
EVR,2024,R&D-Zero,Trading,10565.37404,,-0.07984271732458217,0.7089443821148965,0,0.05263157894736842,middle
EVRG,2020,R&D-Zero,Utilities,12591.72187,,-0.05823114913379646,-0.00889634088696828,0,0.17647058823529413,middle
EVRG,2021,R&D-Zero,Utilities,15732.273000000001,,-0.015292861988350365,-0.057574727473670706,0,0.1111111111111111,middle
EVRG,2022,R&D-Zero,Utilities,14445.32978,,0.0,-0.008778517011296297,0,0.05263157894736842,middle
EVRG,2023,R&D-Zero,Utilities,11991.8538,,-0.02092290067344158,-0.04435921486855114,0,0.05263157894736842,middle
EVRG,2024,R&D-Zero,Utilities,14155.5152,,0.0,0.005874251721362144,0,0.1111111111111111,middle
EVTC,2020,R&D-Zero,Business Services,2836.4661600000004,,0.07321161160981557,-0.3412044171794851,1,0.0,middle
EVTC,2022,R&D-Zero,Business Services,2099.74586,,0.033750567062984,0.22149853887209034,1,0.0,middle
EVTC,2023,R&D-Zero,Business Services,2679.5639399999995,,0.08737768955458441,0.05315013405018726,1,0.0,middle
EVTC,2024,R&D-Zero,Business Services,2196.59142,,0.0,0.04874401826654898,0,0.0,middle
EW,2020,R&D-Active,Medical Equipment,56954.888999999996,760.7,0.01825198384638313,-0.0854496608527659,1,0.0,middle
EW,2021,R&D-Active,Medical Equipment,80852.15500000001,903.1,0.13222506809963774,0.10227319456229347,1,0.0,middle
EW,2022,R&D-Active,Medical Equipment,45385.263,945.2,-0.02678077733135298,-0.045545746771692985,0,0.0,middle
EW,2023,R&D-Active,Medical Equipment,45833.875,1071.8,-0.03037058746258553,0.09117647806576148,0,0.05263157894736842,middle
EW,2024,R&D-Active,Medical Equipment,43574.058000000005,1053.0,-0.3033344440059691,-0.044145059970851164,0,0.0,M3 loses big
EWBC,2020,R&D-Zero,Banking,7178.76115,,-2.5237282553864633,1.654553098967813,0,0.0,M3 loses big
EWBC,2021,R&D-Zero,Banking,11165.32144,,-0.13083108675470795,-0.3810433902720553,0,0.0,M3 loses big
EWBC,2022,R&D-Zero,Banking,9288.473200000002,,0.0,-0.001939375950641642,0,0.0,middle
EWBC,2023,R&D-Zero,Banking,10074.942649999999,,-0.03545956309679576,-0.13589102018817495,0,0.05263157894736842,middle
EWBC,2024,R&D-Zero,Banking,13256.727120000001,,0.2161313517966016,-0.1631268107960043,1,0.0,M3 wins big
EWCZ,2021,R&D-Zero,Personal Services,1120.8862000000001,,-0.01872967521872667,0.5032028953775818,0,0.0,middle
EWCZ,2022,R&D-Zero,Personal Services,554.7968999999999,,-0.04446052759662382,0.18607923327181414,0,0.0,middle
EWCZ,2023,R&D-Zero,Personal Services,658.80243,,-0.08227872244296841,-0.1492406243681006,0,0.0,middle
EWCZ,2024,R&D-Zero,Personal Services,288.96441,,0.3744540045319413,-0.05131434203718371,1,0.0,M3 wins big
EXAS,2020,R&D-Active,Business Services,21121.95327,754.052,-0.09025399589930397,0.4532310425880373,0,0.0,M3 loses big
EXAS,2021,R&D-Active,Business Services,13517.04742,385.646,-0.05461841893432009,0.20050818898806058,0,0.05263157894736842,middle
EXAS,2022,R&D-Active,Business Services,8809.116259999999,393.418,0.15596187066714978,0.2941104631516076,1,0.05263157894736842,M3 wins big
EXAS,2023,R&D-Active,Business Services,13417.30872,425.882,0.06590091548734486,0.17584598040268906,1,0.0,middle
EXAS,2024,R&D-Active,Business Services,10429.76304,1261.21,0.12401547050506365,0.19045894853566264,1,0.05263157894736842,middle
EXE,2022,R&D-Zero,Petroleum and Natural Gas,12713.05455,,-1.091247806888403,-1.0274364101470224,0,0.05263157894736842,M3 loses big
EXE,2023,R&D-Zero,Petroleum and Natural Gas,10062.9826,,0.12276323325415239,-0.7727427931902472,1,0.05263157894736842,middle
EXE,2024,R&D-Zero,Petroleum and Natural Gas,23072.7035,,0.06285322192873644,0.2040548797015158,1,0.0,middle
EXEL,2020,R&D-Active,Pharmaceutical Products,6254.35389,547.851,-0.04794798854082777,-0.2722583791384249,0,0.0,middle
EXEL,2021,R&D-Active,Pharmaceutical Products,5828.43176,693.716,0.29669358031244064,0.08693106032967202,1,0.0,M3 wins big
EXEL,2022,R&D-Active,Pharmaceutical Products,5196.17404,891.813,-0.12943881022040138,0.07468127381803136,0,0.05263157894736842,M3 loses big
EXEL,2023,R&D-Active,Pharmaceutical Products,7264.00407,1044.071,-0.10109771869676615,-0.21024418867453387,0,0.0,M3 loses big
EXEL,2024,R&D-Active,Pharmaceutical Products,9381.6756,910.408,-0.09403844939264054,-0.02088335590863416,0,0.0,M3 loses big
EXFY,2021,R&D-Active,Computer Software,3581.644,10.988,-0.1296870756877549,-0.23809941599640067,0,0.0,M3 loses big
EXFY,2022,R&D-Active,Computer Software,727.84807,13.692,0.0,-0.2201316839978959,0,0.0,middle
EXFY,2023,R&D-Active,Computer Software,210.50822000000002,23.368,-2.6755596502083163,-2.7225356624316834,0,0.0,M3 loses big
EXFY,2024,R&D-Active,Computer Software,306.11295,24.638,0.0,-0.14218456648254585,0,0.05263157894736842,middle
EXLS,2020,R&D-Zero,Business Services,2856.87767,,0.21335336818993922,-0.13545514679244947,1,0.0,M3 wins big
EXLS,2021,R&D-Zero,Business Services,4819.53807,,0.2765811042614686,0.07862996543532266,1,0.05263157894736842,M3 wins big
EXLS,2022,R&D-Zero,Business Services,5630.836620000001,,0.08164720517283153,-0.16817273180299097,1,0.05263157894736842,middle
EXLS,2023,R&D-Zero,Business Services,5098.8263,,0.03298535067348424,-0.5527783215914255,1,0.05263157894736842,middle
EXLS,2024,R&D-Zero,Business Services,7180.72838,,-0.05538891991463346,-0.7529702865136418,0,0.17647058823529413,middle
EXOD,2024,R&D-Zero,Computer Software,865.4828,,-0.11018074108231057,-0.21205464940248056,0,0.0,M3 loses big
EXP,2020,R&D-Zero,Construction Materials,5695.08611,,0.006809837498184944,0.4129657110310991,1,0.0,middle
EXP,2021,R&D-Zero,Construction Materials,4968.9439600000005,,0.029129816337972847,-0.3961719778388619,1,0.05263157894736842,middle
EXP,2022,R&D-Zero,Construction Materials,5248.954,,-0.39028808216441774,-0.6154807735557559,0,0.0,M3 loses big
EXP,2023,R&D-Zero,Construction Materials,9278.632,,-0.05248871405426839,-0.20214675756525102,0,0.0,middle
EXP,2024,R&D-Zero,Construction Materials,7317.69789,,-0.2619884604310031,-0.16088110257050392,0,0.0,M3 loses big
EXPD,2020,R&D-Zero,Transportation,16101.55234,,-0.8808522674210127,-0.20848232322501814,0,0.05263157894736842,M3 loses big
EXPD,2021,R&D-Zero,Transportation,22454.6309,,0.0,1.0458010568113354,0,0.1111111111111111,middle
EXPD,2022,R&D-Zero,Transportation,16036.20696,,-1.1051713495701332,0.20671119519901993,0,0.1111111111111111,M3 loses big
EXPD,2023,R&D-Zero,Transportation,18299.755200000003,,0.014237792900727575,-1.0856983842796537,1,0.17647058823529413,middle
EXPD,2024,R&D-Zero,Transportation,15286.592309999998,,-0.043820140735353647,-0.10415838176835945,0,0.0,middle
EXPE,2020,R&D-Zero,Transportation,19012.242800000004,,0.0,0.3587198178325802,0,0.0,middle
EXPE,2021,R&D-Zero,Transportation,28128.70656,,0.11309493062539476,0.3430909206668743,1,0.0,middle
EXPE,2022,R&D-Zero,Transportation,13427.328,,0.0,-0.38064710889384434,0,0.0,middle
EXPE,2023,R&D-Zero,Transportation,20802.06055,,0.5271539721100869,-0.798429130448462,1,0.05263157894736842,M3 wins big
EXPE,2024,R&D-Zero,Transportation,23998.186020000005,,0.17700326118275722,-0.6251711428475806,1,0.0,M3 wins big
EXPI,2020,R&D-Zero,Real Estate,4469.14848,,0.1125808773137445,0.5401038433946093,1,0.05263157894736842,middle
EXPI,2021,R&D-Zero,Real Estate,5011.892849999999,,1.3735376205456864,1.1398573012771278,1,0.05263157894736842,M3 wins big
EXPI,2022,R&D-Zero,Real Estate,1693.45612,,-0.28331046582555175,-0.02120081988619482,0,0.1111111111111111,M3 loses big
EXPI,2023,R&D-Zero,Real Estate,2400.46288,,-0.15722371763272203,0.5064273798118382,0,0.05263157894736842,M3 loses big
EXPI,2024,R&D-Active,Real Estate,1774.0708300000001,58.182,0.47473725461566874,0.6480007711162941,1,0.0,M3 wins big
EXPO,2020,R&D-Zero,Business Services,4663.91412,,0.0,-0.17212599571113052,0,0.0,middle
EXPO,2021,R&D-Zero,Business Services,6083.50068,,-0.16861740459633084,-0.06520968708481778,0,0.0,M3 loses big
EXPO,2022,R&D-Zero,Business Services,5018.21487,,-0.2787460601298314,-0.1181477214474157,0,0.05263157894736842,M3 loses big
EXPO,2023,R&D-Zero,Business Services,4452.44692,,0.01988488018504353,-0.2772873145186796,1,0.0,middle
EXR,2020,R&D-Zero,Trading,15219.13788,0.0,-0.05990952606086794,0.029466168305112672,0,0.05263157894736842,middle
EXR,2021,R&D-Zero,Trading,30364.135059999997,0.0,-0.01861328804164708,-0.016581481729297298,0,0.0,middle
EXR,2022,R&D-Zero,Trading,19710.49278,0.0,0.005245090921306331,0.031111206017918946,1,0.0,middle
EXR,2023,R&D-Zero,Trading,33874.36207,0.0,0.0267199961229313,0.10397448820815991,1,0.0,middle
EXR,2024,R&D-Zero,Trading,31714.6016,0.0,-0.011563099930647469,0.09814250091846671,0,0.0,middle
EXTR,2020,R&D-Active,Computers,523.04378,209.606,-2.168691397290405,-9.365888210237546,0,0.0,M3 loses big
EXTR,2021,R&D-Active,Computers,1413.77112,196.995,-0.6486020986619915,-0.9761891611383944,0,0.0,M3 loses big
EXTR,2022,R&D-Active,Computers,1153.02596,190.591,-1.616099940620475,0.3367208666545758,0,0.0,M3 loses big
EXTR,2023,R&D-Active,Computers,3328.53875,214.27,0.06718815714859527,0.129259525693613,1,0.05263157894736842,middle
EXTR,2024,R&D-Active,Computers,1752.3197999999998,211.931,0.5844474974287748,-0.5531656696067745,1,0.0,M3 wins big
EYE,2020,R&D-Zero,Retail,3679.31431,0.0,0.07677906965760074,0.4091728015934596,1,0.0,middle
EYE,2021,R&D-Zero,Retail,3906.62595,0.0,-0.06598106212867971,-0.09579940677344378,0,0.0,middle
EYE,2022,R&D-Zero,Retail,3061.72992,0.0,-0.5339883394612107,0.48566361989847606,0,0.0,M3 loses big
EYE,2023,R&D-Zero,Retail,1639.04923,0.0,-0.6859019791874938,0.49700422592825877,0,0.05263157894736842,M3 loses big
EYE,2024,R&D-Zero,Retail,820.8355,0.0,0.0,-5.172723564537891,0,0.0,middle
EYPT,2020,R&D-Active,Pharmaceutical Products,119.36120000000001,17.424,-0.017753416393143873,0.18858270823538192,0,0.05263157894736842,middle
EYPT,2022,R&D-Active,Pharmaceutical Products,119.2905,49.642,-0.2860846836577502,0.3713162330664588,0,0.05263157894736842,M3 loses big
EYPT,2023,R&D-Active,Pharmaceutical Products,1133.38373,64.662,-0.09477106534990246,0.06774931343829724,0,0.0,M3 loses big
EYPT,2024,R&D-Active,Pharmaceutical Products,508.58170000000007,132.926,-0.4704730295900377,-0.8890728248451876,0,0.0,M3 loses big
EZPW,2020,R&D-Zero,Retail,278.17409,0.0,-0.5224725857647967,-1.3955114932231716,0,0.0,M3 loses big
EZPW,2021,R&D-Zero,Retail,424.35149,0.0,-2.303180951802034,-10.901831376918777,0,0.0,M3 loses big
EZPW,2022,R&D-Zero,Retail,435.03675,0.0,-0.7995080331515361,-7.489150725283522,0,0.0,M3 loses big
EZPW,2023,R&D-Zero,Retail,452.43,0.0,-0.7224183418331531,-0.5462336758281596,0,0.0,M3 loses big
EZPW,2024,R&D-Zero,Retail,611.53913,0.0,0.0,-3.926647706022488,0,0.0,middle
F,2020,R&D-Active,Automobiles and Trucks,34972.729049999994,7100.0,0.0,-0.20991474352044598,0,0.0,middle
F,2021,R&D-Active,Automobiles and Trucks,83168.23096,7600.0,0.11520775323208188,-0.8206710040600602,1,0.0,middle
F,2022,R&D-Active,Automobiles and Trucks,46359.29666,7800.0,-4.725910643877372,-5.016293235455841,0,0.0,M3 loses big
F,2023,R&D-Active,Automobiles and Trucks,48438.58626999999,8200.0,8.301990208957857,-2.394732891598565,1,0.0,M3 wins big
F,2024,R&D-Active,Automobiles and Trucks,39238.105500000005,8000.0,1.7084882714945886,-0.9128809313431825,1,0.1111111111111111,M3 wins big
FA,2021,R&D-Zero,Business Services,2911.23504,,0.0,-0.3332847141560378,0,0.0,middle
FA,2022,R&D-Zero,Business Services,1933.529,,0.03534563264216253,-0.21644374554914977,1,0.05263157894736842,middle
FA,2023,R&D-Zero,Business Services,2403.89275,,0.18214635635991883,-0.033005951320638494,1,0.0,M3 wins big
FA,2024,R&D-Zero,Business Services,3243.49283,,0.08360414325706222,0.32101080205114124,1,0.0,middle
FAF,2020,R&D-Zero,Insurance,5697.52539,,3.376030084026831,0.45397564082905006,1,0.0,M3 wins big
FAF,2021,R&D-Zero,Insurance,8581.831,,16.796996178464646,0.15742130139944432,1,0.0,M3 wins big
FAF,2022,R&D-Zero,Insurance,5401.488,,1.1506072808829615,-5.4462671462026835,1,0.0,M3 wins big
FAF,2023,R&D-Zero,Insurance,6643.763999999999,,-0.08735003154479126,-2.347241299514188,0,0.0,M3 loses big
FAF,2024,R&D-Zero,Insurance,6431.32,,4.676350024280359,-0.6787324640576262,1,0.0,M3 wins big
FANG,2020,R&D-Zero,Petroleum and Natural Gas,7651.459199999999,,-0.07254833774946329,0.19650047140544002,0,0.3333333333333333,middle
FANG,2021,R&D-Zero,Petroleum and Natural Gas,19148.87535,,-0.16926823466534613,0.2197475897123968,0,0.17647058823529413,M3 loses big
FANG,2022,R&D-Zero,Petroleum and Natural Gas,24598.651980000002,,0.0,0.22243761181613503,0,0.1111111111111111,middle
FANG,2023,R&D-Zero,Petroleum and Natural Gas,27716.517920000002,,0.034573626200639695,0.23244286535472802,1,0.1111111111111111,middle
FANG,2024,R&D-Zero,Petroleum and Natural Gas,47671.90872,,0.1369796368052476,0.21830902035672245,1,0.05263157894736842,middle
FARM,2020,R&D-Zero,Food Products,127.33431999999999,,0.2727629045447535,0.15148709881315847,1,0.0,M3 wins big
FARM,2021,R&D-Zero,Food Products,226.55457,,-0.8420305848099843,-1.946719866054032,0,0.0,M3 loses big
FARM,2022,R&D-Zero,Food Products,86.60085000000001,,-0.15261812373175487,-0.5554234797836652,0,0.0,M3 loses big
FAST,2020,R&D-Zero,Wholesale,28036.232799999998,0.0,-0.19477699999074793,0.31644732083723226,0,0.0,M3 loses big
FAST,2021,R&D-Zero,Wholesale,36864.2879,0.0,-0.04312941930411107,0.3887185395121191,0,0.05263157894736842,middle
FAST,2023,R&D-Zero,Wholesale,37047.274139999994,0.0,-0.14954092968586274,0.4625574329088835,0,0.0,M3 loses big
FAST,2024,R&D-Zero,Wholesale,41227.4412,0.0,-0.023058603326604754,0.3138215267898735,0,0.0,middle
FATAQ,2021,R&D-Zero,"Restaurants, Hotels, Motels",173.47479,0.0,0.047700606376631816,0.023533558028159707,1,0.0,middle
FATE,2020,R&D-Active,Pharmaceutical Products,7976.56146,125.623,0.05238868909095218,0.3344087316344604,1,0.0,middle
FATE,2021,R&D-Active,Pharmaceutical Products,5600.98677,215.519,0.0,0.3711921011160117,0,0.1111111111111111,middle
FATE,2022,R&D-Active,Pharmaceutical Products,981.70655,320.454,-0.10032138714625247,-0.21357762842826983,0,0.05263157894736842,M3 loses big
FATE,2023,R&D-Active,Pharmaceutical Products,368.86498,172.596,0.01108373209192104,0.005759653385539298,1,0.0,middle
FBIN,2020,R&D-Active,Construction Materials,11885.9352,49.9,-0.04405940296283436,-0.10932781233688926,0,0.05263157894736842,middle
FBIN,2021,R&D-Active,Construction Materials,14438.3416,65.6,-0.3092282929906418,-0.025555636544051324,0,0.0,M3 loses big
FBIN,2022,R&D-Active,Construction Materials,7312.42151,62.0,0.12714702761457974,-0.2380368543134037,1,0.05263157894736842,middle
FBIN,2023,R&D-Active,Construction Materials,9615.492180000001,64.6,-0.2648060705420398,0.17755921165293428,0,0.0,M3 loses big
FBIN,2024,R&D-Active,Construction Materials,8448.18454,69.9,0.0,-0.6906744333358613,0,0.0,middle
FBIO,2020,R&D-Active,Pharmaceutical Products,300.76009,64.109,-0.24918096178253246,-0.4782526989838429,0,0.0,M3 loses big
FBIO,2021,R&D-Active,Pharmaceutical Products,253.59000000000003,128.865,-0.004777216215524849,0.7607051940414529,0,0.0,middle
FBIO,2024,R&D-Active,Pharmaceutical Products,56.515724999999996,56.881,-1.421880651789913,-1.4824781532402893,0,0.05263157894736842,M3 loses big
FBIZ,2020,R&D-Zero,Banking,157.71847,,-0.08900848959643104,0.20988905608164793,0,0.0,M3 loses big
FBIZ,2021,R&D-Zero,Banking,246.71986,,0.10011182377422201,-0.0024262352129629794,1,0.0,middle
FBIZ,2022,R&D-Zero,Banking,305.6311,,-0.08160141961186884,0.10109733415334297,0,0.0,middle
FBIZ,2023,R&D-Zero,Banking,333.43149999999997,,0.03172772693910522,-0.10337626958909198,1,0.0,middle
FBIZ,2024,R&D-Zero,Banking,383.92926,,0.12825676749755735,0.05349165028327314,1,0.05263157894736842,middle
FBK,2020,R&D-Zero,Banking,1639.9853299999997,,-121.36312301394852,91.49609391790142,0,0.0,M3 loses big
FBK,2021,R&D-Zero,Banking,2083.59718,,-0.22060604038457488,-0.11974573803419464,0,0.05263157894736842,M3 loses big
FBK,2022,R&D-Zero,Banking,1689.11132,,0.08872594416941781,-0.0021634337839697704,1,0.0,middle
FBK,2023,R&D-Zero,Banking,1866.93265,,-0.009909040141842629,-0.12220048472580741,0,0.0,middle
FBK,2024,R&D-Zero,Banking,2403.61113,,-0.03252910131042147,-0.08030232149640912,0,0.0,middle
FBLA,2024,R&D-Zero,Banking,218.30288,,-0.05380636971549902,0.009588289552378391,0,0.05263157894736842,middle
FBNC,2020,R&D-Zero,Banking,966.8275699999999,,0.33153347549828205,-0.08152843916642621,1,0.05263157894736842,M3 wins big
FBNC,2021,R&D-Zero,Banking,1628.95788,,0.6791095602650367,-0.2944506881318909,1,0.0,M3 wins big
